"user_id","dish","dish_type","category","ingredient_1","ingredient_2","ingredient_3","rating"
"U1124","Chicken Manchurian","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",4
"U1124","Mushroom Masala","Lunch and Dinner","Vegetarian","mushroom"," spices",NULL,4
"U1124","Chicken Seekh Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",1
"U1018","Mutton 65 Pizza","Lunch and Dinner","Non-Vegeterian","mutton"," pizza"," cheese",3
"U1125","Mushroom Malai Tikka","Lunch and Dinner","Vegetarian","mushroom"," cream"," spices",1
"U1125","Plain Naan","Lunch and Dinner","Vegetarian","flour",NULL,NULL,3
"U1125","Chicken Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,4
"U1018","Mutton 65","Lunch and Dinner","Non-Vegeterian","mutton"," rice flour"," spices",2
"U1125","Mix-Veg Fried Rice","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,5
"U1125","Hara Bara Kabab","Lunch and Dinner","Vegetarian","vegetables"," flour"," bread",4
"U1125","Chicken Majestic","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",1
"U1119","Murgh Tangdi Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," lemon",2
"U1119","Chicken Tandoori","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",2
"U1119","Gulab Jamun","Lunch and Dinner","Vegetarian","sweet"," milk"," ghee",2
"U1125","Chilli Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",5
"U1119","Chicken Tikka Dry","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",1
"U1125","Chicken Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,3
"U1119","Lacha Paratha","Lunch and Dinner","Vegetarian","flour"," ghee",NULL,5
"U1125","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",2
"U1125","Nihari Gosht","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," yogurt",5
"U1125","Mixed Non-Veg Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," vegetables"," egg",2
"U1018","Chilli Paneer","Lunch and Dinner","Vegetarian","paneer"," corn flour"," sauce",2
"U1018","Veg Pakora","Lunch and Dinner","Vegetarian","vegetables"," flour ",NULL,4
"U1018","Mushroom Malai Tikka","Lunch and Dinner","Vegetarian","mushroom"," cream"," spices",3
"U1018","Prawns Manchurian","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",3
"U1018","Chicken Roast","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",3
"U1018","Jeera Rice","Lunch and Dinner","Vegetarian","rice",NULL,NULL,2
"U1018","Chicken Dum Biryani","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,4
"U1018","Chicken Fry","Lunch and Dinner","Non-Vegeterian","chicken"," egg"," flour",4
"U1076","Fish Manchurian","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",5
"U1076","Veg lollipop","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," spices",4
"U1076","Paneer 65","Lunch and Dinner","Vegetarian","paneer"," rice flour"," spices",5
"U1076","South Indian Chicken masala","Lunch and Dinner","Non-Vegeterian","chicken"," coconut mik "," spices",2
"U1022","Matar Pulao","Lunch and Dinner","Vegetarian","rice",NULL,NULL,5
"U1076","Veg Pulao","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,1
"U1022","Golden Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",1
"U1022","Dal Tadka","Lunch and Dinner","Vegetarian","pulses",NULL,NULL,3
"U1022","Paneer 65","Lunch and Dinner","Vegetarian","paneer"," rice flour"," spices",2
"U1022","Mutton Biryani","Lunch and Dinner","Non-Vegeterian","rice"," mutton",NULL,1
"U1022","Mutton Seekh Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," egg",4
"U1022","Farm Fresh Pizza","Lunch and Dinner","Vegetarian","pizza"," vegetables"," cheese",5
"U1022","Mushroom Malai Tikka","Lunch and Dinner","Vegetarian","mushroom"," cream"," spices",1
"U1022","Veg Spring Rolls","Lunch and Dinner","Vegetarian","vegetables"," flour"," flour",1
"U1022","Loose Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," spices",2
"U1022","Butter Roti","Lunch and Dinner","Vegetarian","flour"," butter",NULL,4
"U1022","Murgh Tangdi Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," lemon",3
"U1022","Pepper Mutton","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",1
"U1022","Mutton Awadhi Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," papaya"," spices",2
"U1094","Chilli Fish","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",4
"U1094","Chilli Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",1
"U1094","Fish Fry","Lunch and Dinner","Non-Vegeterian","fish"," spices"," lemon",2
"U1094","Mix-Veg Fried Rice","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,3
"U1094","Chicken Pepperoni Piza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",3
"U1094","Mutton Biryani","Lunch and Dinner","Non-Vegeterian","rice"," mutton",NULL,2
"U1094","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",2
"U1094","Mutton RR","Lunch and Dinner","Non-Vegeterian","mutton"," pasta"," sauce",3
"U1116","Paneer Tikka Masala","Lunch and Dinner","Vegetarian","paneer"," spices"," lemon",4
"U1116","Barbeque Chicken with Breast","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,1
"U1116","Avial with Kerala Red Rice","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,4
"U1116","Veg biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,5
"U1116","Pepper Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",5
"U1116","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,1
"U1116","Butter Naan","Lunch and Dinner","Vegetarian","flour"," butter",NULL,4
"U1116","Chicken Madagascar","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",5
"U1116","Mutton Pepper Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",5
"U1116","Chilli Potatoes","Lunch and Dinner","Vegetarian","potato"," sauce"," cornflour",1
"U1116","Chicken Kheema Balls Pizza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",1
"U1105","Butter Roti","Lunch and Dinner","Vegetarian","flour"," butter",NULL,1
"U1105","Vanilla Milkshake","Lunch and Dinner","Vegetarian","milk"," vanilla"," sweet",4
"U1105","Mutton Biryani","Lunch and Dinner","Non-Vegeterian","rice"," mutton",NULL,1
"U1105","Chicken Dum Biryani","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,5
"U1105","Malvani Chicken Curry","Lunch and Dinner","Non-Vegeterian","chicken"," coconut"," spices",1
"U1105","Carrot Halwa","Lunch and Dinner","Vegetarian","sweet"," carrot"," ghee",5
"U1105","Mushroom Tikka","Lunch and Dinner","Vegetarian","mushroom"," yogurt"," spices",2
"U1105","Veg Dum Biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,3
"U1075","Veg Cutlet","Lunch and Dinner","Vegetarian","vegetables"," bread",NULL,1
"U1075","Nihari Gosht","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," yogurt",3
"U1075","Mix Veg Curry","Lunch and Dinner","Vegetarian","vegetables"," spices",NULL,5
"U1007","Paneer Tikka Masala","Lunch and Dinner","Vegetarian","paneer"," spices"," lemon",2
"U1075","Margarita Pizza","Lunch and Dinner","Vegetarian","pizza"," cheese",NULL,1
"U1007","Veg Dum Biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,2
"U1075","Barbeque Chicken with Breast","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,4
"U1075","Veg Manchurian","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," sauce",3
"U1075","Veg Manchurian","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," sauce",2
"U1075","Chilli Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",5
"U1075","Bharwa Aloo","Lunch and Dinner","Vegetarian","potato"," cheese"," spices ",4
"U1075","Fruit cream","Lunch and Dinner","Vegetarian","sweet"," fruits"," cream",5
"U1075","Chicken Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,5
"U1075","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",5
"U1115","Pepper Mutton","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",2
"U1115","Lacha Paratha","Lunch and Dinner","Vegetarian","flour"," ghee",NULL,1
"U1115","Kesariya Kheer","Lunch and Dinner","Vegetarian","sweet"," rice"," milk",4
"U1115","Pepper Garlic Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," vegetables ",3
"U1115","Aloo Gobi Masala","Lunch and Dinner","Vegetarian","vegetables"," spices"," potato",4
"U1115","Mix Veg Curry","Lunch and Dinner","Vegetarian","vegetables"," spices",NULL,4
"U1115","Mutton RR","Lunch and Dinner","Non-Vegeterian","mutton"," pasta"," sauce",5
"U1115","Fish Biryani","Lunch and Dinner","Non-Vegeterian","fish"," rice",NULL,3
"U1072","Chicken Pakora","Lunch and Dinner","Non-Vegeterian","chicken"," rice flour"," spices",4
"U1024","Chicken Tandoori","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",2
"U1024","Vanilla Milkshake","Lunch and Dinner","Vegetarian","milk"," vanilla"," sweet",3
"U1024","Loose Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," spices",2
"U1024","Bendekaayi Gojju (Ladys Finger Gravy)","Lunch and Dinner","Vegetarian","lady finger"," coconut"," pulses",4
"U1024","Chicken Korma","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",4
"U1024","Veg Spring Rolls","Lunch and Dinner","Vegetarian","vegetables"," flour"," flour",4
"U1024","Chicken Madagascar","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",2
"U1024","Nihari Gosht","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," yogurt",2
"U1024","Chilli Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",3
"U1024","Chicken Tandoori","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",3
"U1024","Haryali Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt"," spices",3
"U1024","Kesariya Kheer","Lunch and Dinner","Vegetarian","sweet"," rice"," milk",4
"U1024","Golden Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",5
"U1024","Shahi Tukda","Lunch and Dinner","Vegetarian","sweet"," milk"," bread",4
"U1024","Virgin Mojito","Lunch and Dinner","Vegetarian","soda"," lemon",NULL,3
"U1132","Veg lollipop","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," spices",5
"U1132","Bendekaayi Gojju (Ladys Finger Gravy)","Lunch and Dinner","Vegetarian","lady finger"," coconut"," pulses",3
"U1132","Chicken Pulao","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,1
"U1132","Chicken Majestic","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",2
"U1132","Veg Pulao","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,3
"U1132","Chicken Tikka Dry","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",5
"U1132","Seekh Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," yogurt"," spices",4
"U1132","Chilli Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",2
"U1005","Jeera Rice","Lunch and Dinner","Vegetarian","rice",NULL,NULL,2
"U1005","Chicken Roast","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",2
"U1005","Pepper Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",2
"U1005","Mutton Pepper Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",5
"U1005","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",2
"U1005","Veg Manchurian","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," sauce",3
"U1005","Chicken Pizza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",3
"U1005","Mutton Seekh Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," egg",3
"U1005","Mixed Non-Veg Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," vegetables"," egg",4
"U1120","Chicken Pulao","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,3
"U1120","Chicken Tandoori","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",2
"U1120","Mutton Seekh Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," egg",4
"U1120","Aloo Gobi Masala","Lunch and Dinner","Vegetarian","vegetables"," spices"," potato",3
"U1120","Chicken Drum Sticks","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",4
"U1004","Malai Kulfi","Lunch and Dinner","Vegetarian","sweet"," milk"," cream",3
"U1004","Paneer Achari","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",3
"U1004","Veg Cutlet","Lunch and Dinner","Vegetarian","vegetables"," bread",NULL,4
"U1120","Lemon Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," lemon"," spices",1
"U1004","Mutton Kofte","Lunch and Dinner","Non-Vegeterian","mutton"," yogurt"," spices",3
"U1120","Prawns Fry","Lunch and Dinner","Non-Vegeterian","fish"," prawns"," yogurt",3
"U1004","Prawns Manchurian","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",1
"U1120","Hyderabadi Keema","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,5
"U1077","Mutton Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,4
"U1120","Corn Cheese Pizza","Lunch and Dinner","Vegetarian","corn"," pizza"," cheese",1
"U1037","Mutton Awadhi Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," papaya"," spices",4
"U1037","Ginger Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",3
"U1037","Fish tikka","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",4
"U1037","Chicken Seekh Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",4
"U1037","Prawns Manchurian","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",2
"U1037","Farm Fresh Pizza","Lunch and Dinner","Vegetarian","pizza"," vegetables"," cheese",4
"U1037","Malvani Chicken Curry","Lunch and Dinner","Non-Vegeterian","chicken"," coconut"," spices",2
"U1035","Dal Tadka","Lunch and Dinner","Vegetarian","pulses",NULL,NULL,5
"U1035","Chicken Korma","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",5
"U1035","Apollo Fish","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",1
"U1052","Chicken Korma","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",5
"U1036","Mushroom Tikka","Lunch and Dinner","Vegetarian","mushroom"," yogurt"," spices",2
"U1036","Moong daal Halwa","Lunch and Dinner","Vegetarian","sweet"," dal"," ghee",2
"U1036","Kadaai Paneer","Lunch and Dinner","Vegetarian","paneer"," vegetables"," spices",4
"U1036","Fish Fry","Lunch and Dinner","Non-Vegeterian","fish"," spices"," lemon",5
"U1036","Matar Pulao","Lunch and Dinner","Vegetarian","rice",NULL,NULL,5
"U1036","Seekh Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," yogurt"," spices",1
"U1036","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",3
"U1036","Fish Fry","Lunch and Dinner","Non-Vegeterian","fish"," spices"," lemon",3
"U1036","Chicken 65","Lunch and Dinner","Non-Vegeterian","chicken"," rice flour"," spices",2
"U1036","Kesariya Kheer","Lunch and Dinner","Vegetarian","sweet"," rice"," milk",4
"U1036","Chicken Pizza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",5
"U1036","Prawns Manchurian","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",1
"U1038","Veg Manchurian","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," sauce",4
"U1038","Tandoori Fish","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",4
"U1038","Jeera Rice","Lunch and Dinner","Vegetarian","rice",NULL,NULL,2
"U1038","Malvani Chicken Curry","Lunch and Dinner","Non-Vegeterian","chicken"," coconut"," spices",2
"U1038","Plain Roti","Lunch and Dinner","Vegetarian","flour"," water",NULL,2
"U1071","Mix Veg Curry","Lunch and Dinner","Vegetarian","vegetables"," spices",NULL,2
"U1071","Veg Spring Rolls","Lunch and Dinner","Vegetarian","vegetables"," flour"," flour",5
"U1071","Chilli Fish","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",4
"U1071","Apollo Fish","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",5
"U1071","Mango Kuzhambu","Lunch and Dinner","Vegetarian","mango",NULL,NULL,4
"U1071","Mutton Cutlet","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," potato",4
"U1071","Mushroom Masala","Lunch and Dinner","Vegetarian","mushroom"," spices",NULL,3
"U1071","Fruit cream","Lunch and Dinner","Vegetarian","sweet"," fruits"," cream",5
"U1071","Chocolate Milkshake","Lunch and Dinner","Vegetarian","milk"," chocolate"," sweet",4
"U1071","Plain Naan","Lunch and Dinner","Vegetarian","flour",NULL,NULL,1
"U1071","Paneer Butter Masala","Lunch and Dinner","Vegetarian","paneer"," spices"," cream",5
"U1071","Loose Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," spices",2
"U1071","Veg Platter","Lunch and Dinner","Vegetarian","vegetables"," yogurt"," lemon",5
"U1114","Pepper Mutton","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",4
"U1084","Bendekaayi Gojju (Ladys Finger Gravy)","Lunch and Dinner","Vegetarian","lady finger"," coconut"," pulses",3
"U1084","Paneer 65","Lunch and Dinner","Vegetarian","paneer"," rice flour"," spices",3
"U1084","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",4
"U1084","Chicken Drum Sticks","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",3
"U1084","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",2
"U1084","Chicken Dum Biryani","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,5
"U1084","Plain Dosa","Lunch and Dinner","Vegetarian","black gram"," rice",NULL,3
"U1084","Butter Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," butter",3
"U1084","Paneer Amritsari Tikka","Lunch and Dinner","Vegetarian","paneer"," lemon"," spices",4
"U1084","Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",2
"U1049","Haryali Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt"," spices",2
"U1049","Chilli Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",2
"U1019","Lassi","Lunch and Dinner","Vegetarian","milk"," sweet"," curd",3
"U1019","Ginger Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",1
"U1019","Plain Roti","Lunch and Dinner","Vegetarian","flour"," water",NULL,5
"U1019","Veg biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,2
"U1069","Plain Naan","Lunch and Dinner","Vegetarian","flour",NULL,NULL,1
"U1069","Lacha Paratha","Lunch and Dinner","Vegetarian","flour"," ghee",NULL,5
"U1069","Butter Garlic Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",2
"U1069","Chilli Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",4
"U1069","Vanilla Milkshake","Lunch and Dinner","Vegetarian","milk"," vanilla"," sweet",5
"U1069","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",3
"U1069","Chicken Drum Sticks","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",4
"U1069","Plain Roti","Lunch and Dinner","Vegetarian","flour"," water",NULL,2
"U1069","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",4
"U1113","Crispy Corn","Lunch and Dinner","Vegetarian","corn"," corn flour"," spices",5
"U1113","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,1
"U1113","Chicken Madagascar","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",1
"U1113","Tandoori Fish","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",4
"U1113","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",3
"U1113","Chicken Malai","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",2
"U1113","Chicken Dum Biryani","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,2
"U1113","Veg Dum Biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,5
"U1104","Chocolate Milkshake","Lunch and Dinner","Vegetarian","milk"," chocolate"," sweet",2
"U1104","Paneer Amritsari Tikka","Lunch and Dinner","Vegetarian","paneer"," lemon"," spices",3
"U1104","Shahi Tukda","Lunch and Dinner","Vegetarian","sweet"," milk"," bread",1
"U1104","Fruit cream","Lunch and Dinner","Vegetarian","sweet"," fruits"," cream",4
"U1104","Prawns Manchurian","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",5
"U1106","Paneer Amritsari Tikka","Lunch and Dinner","Vegetarian","paneer"," lemon"," spices",2
"U1106","Pepper Garlic Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," vegetables ",5
"U1104","Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",3
"U1106","Chocolate Milkshake","Lunch and Dinner","Vegetarian","milk"," chocolate"," sweet",4
"U1106","Mix Veg Curry","Lunch and Dinner","Vegetarian","vegetables"," spices",NULL,3
"U1104","Ice-cream","Lunch and Dinner","Vegetarian","sweet"," milk",NULL,1
"U1106","Mix-Veg Fried Rice","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,5
"U1104","Barbeque Chicken with Breast","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,5
"U1104","Mango Kuzhambu","Lunch and Dinner","Vegetarian","mango",NULL,NULL,3
"U1106","Chicken Pulao","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,1
"U1104","Mutton 65","Lunch and Dinner","Non-Vegeterian","mutton"," rice flour"," spices",3
"U1106","Arachu Vitta Sambar","Lunch and Dinner","Vegetarian","vegetables"," dal"," sambar powder ",3
"U1106","Fish Manchurian","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",1
"U1052","Paneer 65","Lunch and Dinner","Vegetarian","paneer"," rice flour"," spices",1
"U1106","Mushroom Malai Tikka","Lunch and Dinner","Vegetarian","mushroom"," cream"," spices",2
"U1106","Fruit cream","Lunch and Dinner","Vegetarian","sweet"," fruits"," cream",2
"U1104","Fish Fry","Lunch and Dinner","Non-Vegeterian","fish"," spices"," lemon",2
"U1106","Veg Pakora","Lunch and Dinner","Vegetarian","vegetables"," flour ",NULL,1
"U1106","Chicken Pulao","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,3
"U1106","Chocolate Brownie","Lunch and Dinner","Vegetarian","sweet"," chocolate"," milk",1
"U1106","Jeera Rice","Lunch and Dinner","Vegetarian","rice",NULL,NULL,5
"U1106","Mutton 65 Pizza","Lunch and Dinner","Non-Vegeterian","mutton"," pizza"," cheese",1
"U1052","Chicken Manchurian","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",4
"U1052","Matar Pulao","Lunch and Dinner","Vegetarian","rice",NULL,NULL,5
"U1104","Lemon Rice","Lunch and Dinner","Vegetarian","rice"," lemon",NULL,2
"U1079","Avial with Kerala Red Rice","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,3
"U1079","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",2
"U1079","Gobi Manchurian","Lunch and Dinner","Vegetarian","corn flour"," vegetables"," sauce",3
"U1079","Butter Naan","Lunch and Dinner","Vegetarian","flour"," butter",NULL,4
"U1045","Mushroom Malai Tikka","Lunch and Dinner","Vegetarian","mushroom"," cream"," spices",4
"U1045","Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",1
"U1045","Mutton Awadhi Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," papaya"," spices",2
"U1045","Paneer Butter Masala","Lunch and Dinner","Vegetarian","paneer"," spices"," cream",3
"U1045","Matar Pulao","Lunch and Dinner","Vegetarian","rice",NULL,NULL,2
"U1045","Pepper Mutton","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",4
"U1045","Chicken Fry","Lunch and Dinner","Non-Vegeterian","chicken"," egg"," flour",5
"U1045","Murgh Lasooni Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," cream"," spices",2
"U1045","Mutton RR","Lunch and Dinner","Non-Vegeterian","mutton"," pasta"," sauce",3
"U1045","Mutton Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,2
"U1009","Chicken Pizza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",5
"U1009","Baby Corn","Lunch and Dinner","Vegetarian","corn"," corn flour"," sauce",5
"U1009","Ginger Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",3
"U1009","Ice Tea","Lunch and Dinner","Vegetarian","tea"," sweet"," lemon",4
"U1009","Chicken Korma","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",2
"U1009","Paneer Multani Tikka","Lunch and Dinner","Vegetarian","paneer","cheese","mushroom",5
"U1009","Paneer Tikka Masala","Lunch and Dinner","Vegetarian","paneer"," spices"," lemon",5
"U1009","Ice Tea","Lunch and Dinner","Vegetarian","tea"," sweet"," lemon",5
"U1009","Veg Cutlet","Lunch and Dinner","Vegetarian","vegetables"," bread",NULL,3
"U1009","Veg Dumplings","Lunch and Dinner","Vegetarian","flour"," vegetables",NULL,2
"U1009","Butter Naan","Lunch and Dinner","Vegetarian","flour"," butter",NULL,5
"U1016","Gulab Jamun","Lunch and Dinner","Vegetarian","sweet"," milk"," ghee",3
"U1016","Jeera Rice","Lunch and Dinner","Vegetarian","rice",NULL,NULL,2
"U1016","Bendekaayi Gojju (Ladys Finger Gravy)","Lunch and Dinner","Vegetarian","lady finger"," coconut"," pulses",2
"U1016","Matar Pulao","Lunch and Dinner","Vegetarian","rice",NULL,NULL,2
"U1016","Veg Platter","Lunch and Dinner","Vegetarian","vegetables"," yogurt"," lemon",4
"U1016","Lemon Rice","Lunch and Dinner","Vegetarian","rice"," lemon",NULL,3
"U1016","Golden Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",2
"U1016","Fruit cream","Lunch and Dinner","Vegetarian","sweet"," fruits"," cream",1
"U1016","Crispy Corn","Lunch and Dinner","Vegetarian","corn"," corn flour"," spices",4
"U1016","Mutton Pepper Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",5
"U1016","Hara Bara Kabab","Lunch and Dinner","Vegetarian","vegetables"," flour"," bread",3
